Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
8/18/2017,Cash,Family,Pocket money,,100,Expense,INR
8/17/2017,Cash,maid,,,1020,Expense,INR
8/17/2017,Cash,Household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88,Expense,INR
8/17/2017,Cash,Food,snacks,2 Bhaji pav + 1 vadapav,45,Expense,INR
8/15/2017,Credit Card,Household,Appliances,Wifi Router TP link,1400,Expense,INR
8/15/2017,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,INR
8/14/2017,Credit Card,Household,Appliances,Steam machine,320,Expense,INR
8/14/2017,Credit Card,Household,Kirana,Biscuits+ onions,112,Expense,INR
8/12/2017,Cash,Festivals,Navratri,Ganpati+ navratri vargani,800,Expense,INR
8/12/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1665,Expense,INR
8/11/2017,Cash,Gift,,Rakshabandhan ovalini,500,Expense,INR
8/11/2017,Cash,Transportation,Bus,2 CD to Place 1: shivshahi,470,Expense,INR
8/11/2017,Cash,Transportation,auto,within city,100,Expense,INR
8/11/2017,Cash,Transportation,Bus,2 Place 1 to VN,330,Expense,INR
8/11/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60,Expense,INR
8/10/2017,Saving Bank account 1,Household,Kirana,Dahi (42) + Vanilla essance (34),76,Expense,INR
8/10/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
8/10/2017,Saving Bank account 1,Gpay Reward,,,3,Income,INR
8/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
8/9/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
8/9/2017,Saving Bank account 1,Household,Toiletries,Dettol liquid handwash refill,218,Expense,INR
8/9/2017,Saving Bank account 1,Health,Medicine,Move jel,125,Expense,INR
8/8/2017,Saving Bank account 1,Tourism,Trip,Tours and Travel,43000,Expense,INR
8/8/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
8/7/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
8/7/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,INR
8/7/2017,Saving Bank account 1,Food,Milk,Half lit  milk,33,Expense,INR
8/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
8/6/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
8/6/2017,Cash,Health,Medicine,Vicks VapoRub,22,Expense,INR
8/6/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,INR
8/6/2017,Cash,Household,Kirana,,302,Expense,INR
8/6/2017,Saving Bank account 1,Food,breakfast,krack Jack biscuits,5,Expense,INR
8/6/2017,Saving Bank account 1,Food,Lunch,5 chapati,25,Expense,INR
8/5/2017,Credit Card,Gift,,Purse on occasion of Rakshabandhan,909,Expense,INR
8/5/2017,Credit Card,Gift,,Purse on occasion of Rakshabandhan,1145,Expense,INR
8/5/2017,Credit Card,Apparel,Clothing,Family's dresses,989,Expense,INR
8/5/2017,Saving Bank account 1,Health,Medicine,Cinarest,27,Expense,INR
8/5/2017,Cash,Family,Pocket money,Change,100,Expense,INR
8/5/2017,Saving Bank account 1,Health,Hospital,Medical tests - Family,6190,Expense,INR
8/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
8/4/2017,Saving Bank account 1,Gpay Reward,,,11,Income,INR
8/4/2017,Saving Bank account 1,subscription,Mobile Service Provider,Family Mobile Service Provider recharge,2999,Expense,INR
8/4/2017,Saving Bank account 1,Food,Milk,milk 1lit ,68,Expense,INR
8/3/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,INR
8/2/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
8/2/2017,Saving Bank account 1,Food,snacks,Maggie 1 pck,14,Expense,INR
8/2/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
8/1/2017,Saving Bank account 1,Apparel,Clothing,Myntra - tshirt+ denim shorts,399,Expense,INR
8/1/2017,Cash,Health,Medicine,4 paracetamol tablets,10,Expense,INR
8/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
8/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
8/1/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
8/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
7/31/2017,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100,Expense,INR
7/31/2017,Cash,Transportation,auto,ola auto - Current Residence to McD,65,Expense,INR
7/31/2017,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,INR
7/30/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
7/30/2017,Cash,Food,Grocery,Dahi 2 packets,20,Expense,INR
7/30/2017,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,895,Expense,INR
7/30/2017,Cash,Household,Appliances,Laptop repair,1000,Expense,INR
7/30/2017,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000,Expense,INR
7/30/2017,Cash,Food,snacks,Chicken roll kasha,100,Expense,INR
7/30/2017,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,INR
7/30/2017,Saving Bank account 1,Salary,,From workplace ,61578,Income,INR
7/29/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
7/29/2017,Credit Card,Health,Medicine,Hospital consultation,556,Expense,INR
7/29/2017,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,97,Expense,INR
7/28/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
7/28/2017,Credit Card,Health,Medicine,Hospital consultation,167,Expense,INR
7/28/2017,Credit Card,Health,Hospital,Hospital consultation,3050,Expense,INR
7/28/2017,Cash,Transportation,Train,2 Place 0 to Place 6 return,20,Expense,INR
7/28/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
7/27/2017,Credit Card,Food,Dinner,Non veg overloaded pizza,215,Expense,INR
7/27/2017,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,203,Expense,INR
7/27/2017,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200,Expense,INR
7/27/2017,Recurring Deposit,Maturity amount,,RD2 matured,40326,Income,INR
7/27/2017,Recurring Deposit,Maturity amount,,RD1 matured,40326,Income,INR
7/26/2017,Saving Bank account 1,Tax refund,,,19350,Income,INR
7/25/2017,Saving Bank account 1,Tourism,Trip,Tours and Travel,20000,Expense,INR
7/24/2017,Credit Card,Food,snacks,Garlic bread + periperi masala fries,248,Expense,INR
7/24/2017,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,INR
7/24/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
7/23/2017,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),200,Expense,INR
7/23/2017,Saving Bank account 1,Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065,Expense,INR
7/23/2017,Saving Bank account 1,Food,Grocery,Amul butter,52,Expense,INR
7/22/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
7/21/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
7/21/2017,Saving Bank account 1,Other,,CA  - income tax filing,1000,Expense,INR
7/21/2017,Saving Bank account 1,Food,Milk,Half lit  milk,33,Expense,INR
7/20/2017,Saving Bank account 1,Food,Grocery,,88,Expense,INR
7/20/2017,Cash,Food,snacks,Puri packet of 50 pcs,50,Expense,INR
7/20/2017,Credit Card,subscription,Mobile Service Provider,Annual recharge,2545,Expense,INR
7/20/2017,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,INR
7/19/2017,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,INR
7/19/2017,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,INR
7/18/2017,Saving Bank account 1,Food,beverage,Thumbs up 250ml,20,Expense,INR
7/18/2017,Saving Bank account 1,Food,Water,5 litres can,70,Expense,INR
7/18/2017,Cash,Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43,Expense,INR
7/18/2017,Saving Bank account 1,Food,Grocery,potato 1kg,35,Expense,INR
7/18/2017,Saving Bank account 1,Household,Hardware,Pakad,240,Expense,INR
7/18/2017,Saving Bank account 1,Household,Hardware,Umbrella,540,Expense,INR
7/18/2017,Cash,Other,,Hari oil depo coupon,25,Income,INR
7/18/2017,Cash,Food,Grocery,onion 2.5 kg,55,Expense,INR
7/17/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
7/17/2017,Saving Bank account 1,Apparel,Laundry,9 clothes ironing,63,Expense,INR
7/17/2017,Saving Bank account 1,Food,beverage,Lemon tea,60,Expense,INR
7/17/2017,Credit Card,Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540,Expense,INR
7/17/2017,Saving Bank account 1,Transportation,Train,2 Place 0 to TB returns,40,Expense,INR
7/15/2017,Saving Bank account 1,Food,snacks,Gupta bhel,25,Expense,INR
7/15/2017,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,INR
7/14/2017,Saving Bank account 1,Food,Ice cream,chocobar,15,Expense,INR
7/12/2017,Saving Bank account 1,Gpay Reward,,reward Gpay,6,Income,INR
7/12/2017,Saving Bank account 1,Equity Mutual Fund B,,,100000,Transfer-Out,INR
7/12/2017,Saving Bank account 1,Gift,,farewell contribution,500,Expense,INR
7/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
7/11/2017,Saving Bank account 1,Food,Ice cream,chocobar,15,Expense,INR
7/11/2017,Saving Bank account 1,Education,Stationary,Black Ball pen,10,Expense,INR
7/11/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,INR
7/11/2017,Saving Bank account 1,Other,,Gift from inlaws,20000,Income,INR
7/11/2017,Cash,Family,Pocket money,,1500,Expense,INR
7/10/2017,Saving Bank account 1,Food,Rajgira ladu,2 packets,50,Expense,INR
7/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
7/9/2017,Credit Card,Household,Kirana,,2923,Expense,INR
7/9/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,INR
7/9/2017,Saving Bank account 1,Food,snacks,Vadapav,20,Expense,INR
7/9/2017,Saving Bank account 1,Transportation,Bus,2 Place 3m to Mumbai vidyapeeth,12,Expense,INR
7/9/2017,Saving Bank account 1,Transportation,Train,2 Place 0 to Place 3 returns,80,Expense,INR
7/9/2017,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
7/8/2017,Saving Bank account 1,Food,Grocery,Pizza base packet - Patil dairy,30,Expense,INR
7/8/2017,Saving Bank account 1,Food,Eggs,4 eggs,26,Expense,INR
7/8/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
7/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
7/6/2017,Saving Bank account 1,Equity Mutual Fund E,,Lumpsum,50000,Transfer-Out,INR
7/5/2017,Saving Bank account 1,Food,Dinner,Paneer mutter Rs.90+ 5 chapati Rs.25,115,Expense,INR
7/5/2017,Saving Bank account 1,Food,Grocery,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100,Expense,INR
7/5/2017,Saving Bank account 1,Food,Dinner,veg fried rice 1 full,180,Expense,INR
7/5/2017,Saving Bank account 1,Equity Mutual Fund A,,Lumpsum,50000,Transfer-Out,INR
7/5/2017,Saving Bank account 1,Equity Mutual Fund F,,Lumpsum,50000,Transfer-Out,INR
7/5/2017,Saving Bank account 1,Food,Lunch,Catering Service (1 bhaji 30 + 3 chapti 15),45,Expense,INR
7/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
7/4/2017,Saving Bank account 1,Food,Grocery,Dalich peeth pav kg,25,Expense,INR
7/4/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
7/4/2017,Saving Bank account 1,Transportation,auto,Place 1 bridge to Current Residence 2 seats,60,Expense,INR
7/4/2017,Saving Bank account 1,Food,Bread,,35,Expense,INR
7/4/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
7/3/2017,Saving Bank account 1,Other,,Devi Temple,5,Expense,INR
7/3/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,INR
7/2/2017,Saving Bank account 1,Food,Ice cream,7 mava kulfie,140,Expense,INR
7/1/2017,Saving Bank account 1,Saving Bank account 2,,,100,Transfer-Out,INR
7/1/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1711,Expense,INR
7/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
7/1/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
7/1/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
7/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
6/30/2017,Saving Bank account 1,Gift,,Forrest essential perfume,4800,Expense,INR
6/30/2017,Saving Bank account 1,Interest,,interest paid,870,Income,INR
6/30/2017,Saving Bank account 1,Salary,,From workplace ,56957,Income,INR
6/29/2017,Saving Bank account 1,Beauty,grooming,Shaving,60,Expense,INR
6/29/2017,Cash,Transportation,auto,Place 2 station to hospital 2 seat,50,Expense,INR
6/28/2017,Cash,Transportation,Train,2 Place 0 to tilaknagar single side,30,Expense,INR
6/28/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
6/28/2017,Saving Bank account 1,Food,Lunch,Chicken lollypop 4 pcs,186.5,Expense,INR
6/28/2017,Saving Bank account 1,Food,Grocery,5rs mirchi + crack-jack,15,Expense,INR
6/28/2017,Saving Bank account 1,Family,Pocket money,,1500,Expense,INR
6/28/2017,Cash,maid,,House Cleaning + washing utensils,2000,Expense,INR
6/27/2017,Saving Bank account 1,Recurring Deposit,,New RD opened for 3 years,1000,Transfer-Out,INR
6/27/2017,Saving Bank account 1,Fixed Deposit,,New FD opened for 3 years,200000,Transfer-Out,INR
6/27/2017,Cash,Health,Medicine,Cough-sills 4 pcs,12,Expense,INR
6/26/2017,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,INR
6/26/2017,Saving Bank account 1,Food,Grocery,Dahi 2 packets,20,Expense,INR
6/26/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/25/2017,Cash,Transportation,Train,Place 0 to WS return,10,Expense,INR
6/24/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/23/2017,Saving Bank account 1,Food,Grocery,Shengdane pav kg,35,Expense,INR
6/23/2017,Saving Bank account 1,Other,,Credit Card fee,590,Expense,INR
6/22/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/22/2017,Saving Bank account 1,Gift,,Forrest essential after shave,1595,Expense,INR
6/22/2017,Saving Bank account 1,Food,Eating out,Taco Bell veg combo,261,Expense,INR
6/22/2017,Cash,Transportation,train,2 Place 0 to WS returns,20,Expense,INR
6/22/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
6/20/2017,Saving Bank account 1,Gift,,Cupcake mould,250,Expense,INR
6/19/2017,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60,Expense,INR
6/19/2017,Cash,Food,flour mill,M D sure 3kg atta,141,Expense,INR
6/19/2017,Saving Bank account 1,Food,Grocery,Amul malai paneer pav kg,80,Expense,INR
6/19/2017,Saving Bank account 1,Food,breakfast,Bread,18,Expense,INR
6/19/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/18/2017,Cash,Transportation,Bus,H to kala circle,12,Expense,INR
6/18/2017,Cash,Transportation,Bus,Kala circle to H,15,Expense,INR
6/17/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/16/2017,Saving Bank account 1,Gift,,Jeff kellar's winning attitude,137,Expense,INR
6/16/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/15/2017,Saving Bank account 1,Other,,Courier,50,Expense,INR
6/15/2017,Saving Bank account 1,Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29,Expense,INR
6/13/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/11/2017,Saving Bank account 1,Beauty,grooming,hair cut,100,Expense,INR
6/11/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/10/2017,Saving Bank account 1,Health,Medicine,Covaxin booster dose,386,Expense,INR
6/10/2017,Saving Bank account 1,Transportation,train,2 Kushinagar express (LTT to Place 2),501,Expense,INR
6/10/2017,Saving Bank account 1,subscription,Newspaper,TOI,170,Expense,INR
6/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
6/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
6/8/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
6/8/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
6/8/2017,Cash,Culture,Movie,2 tickets - Cinepolis 4DX 3D,760,Expense,INR
6/8/2017,Saving Bank account 1,Food,breakfast,Bread,35,Expense,INR
6/8/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/8/2017,Saving Bank account 1,Food,Eggs,6 pcs,35,Expense,INR
6/7/2017,Cash,Household,Kitchen,Sanjori mould,26,Expense,INR
6/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
6/6/2017,Cash,Education,Stationary,Print out,3,Expense,INR
6/6/2017,Cash,Food,snacks,2 Veg puff,40,Expense,INR
6/6/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/5/2017,Cash,Food,Dinner,Chicken Biryani 120+ dal rice 60,180,Expense,INR
6/5/2017,Cash,Food,chocolate,2 Cadbury dairy milk,20,Expense,INR
6/5/2017,Cash,Health,Medicine,3 Sinarest,18,Expense,INR
6/5/2017,Saving Bank account 1,Health,Medicine,Sofy antibacterial,190,Expense,INR
6/5/2017,Saving Bank account 1,Family,Pocket money,,2500,Expense,INR
6/5/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
6/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
6/4/2017,Saving Bank account 1,Food,vegetables,Pav kg Simla mirch 20 + Hari mirch 5,25,Expense,INR
6/4/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
6/3/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,INR
6/3/2017,Saving Bank account 1,Household,Kirana,Supermart,267,Expense,INR
6/3/2017,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.95,Expense,INR
6/3/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
6/2/2017,Saving Bank account 1,Food,snacks,Vadapav,20,Expense,INR
6/2/2017,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,141,Expense,INR
6/1/2017,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,INR
6/1/2017,Saving Bank account 1,Food,Milk,milk 1lit ,65,Expense,INR
6/1/2017,Saving Bank account 1,Saving Bank account 2,,,100,Transfer-Out,INR
6/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
6/1/2017,Cash,maid,,,1000,Expense,INR
6/1/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
5/31/2017,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,655,Expense,INR
5/31/2017,Saving Bank account 1,Salary,,From workplace ,56970,Income,INR
5/30/2017,Saving Bank account 1,Food,Dinner,5 chapati,25,Expense,INR
5/30/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
5/30/2017,Cash,Food,beverage,Slice + Pepsi,40,Expense,INR
5/30/2017,Cash,Food,Lunch,2 veg Frankie,120,Expense,INR
5/30/2017,Cash,Household,Kitchen,Crockery,275,Expense,INR
5/30/2017,Saving Bank account 1,Food,Tea,2 tea,34,Expense,INR
5/30/2017,Cash,Transportation,Train,2 Place 0 to Place P return,80,Expense,INR
5/30/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
5/29/2017,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,35,Expense,INR
5/29/2017,Cash,Education,Stationary,Xerox,30,Expense,INR
5/29/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
5/28/2017,Saving Bank account 1,Household,Kirana,,996,Expense,INR
5/28/2017,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,INR
5/28/2017,Cash,Food,vegetables,,45,Expense,INR
5/28/2017,Saving Bank account 1,Food,Grocery,Mango 1 kg,140,Expense,INR
5/28/2017,Cash,Food,Grocery,,30,Expense,INR
5/28/2017,Saving Bank account 1,Food,vegetables,,60,Expense,INR
5/28/2017,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,70,Expense,INR
5/27/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
5/27/2017,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,20,Expense,INR
5/27/2017,Saving Bank account 1,Food,vegetables,Pav kg tomato,20,Expense,INR
5/25/2017,Cash,Food,snacks,Ragda Puri,30,Expense,INR
5/25/2017,Cash,Transportation,Train,Place 0 to Vikhroli single,15,Expense,INR
5/24/2017,Saving Bank account 1,subscription,Cable TV,,261,Expense,INR
5/24/2017,Cash,Food,snacks,Samosa pav @ kurla,15,Expense,INR
5/24/2017,Cash,Transportation,Train,Place 0 to Vikhroli return,30,Expense,INR
5/24/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
5/23/2017,Saving Bank account 1,Food,snacks,Gupta bhel,25,Expense,INR
5/23/2017,Cash,Household,Kirana,Rasna orange,46,Expense,INR
5/23/2017,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,75,Expense,INR
5/22/2017,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,88,Expense,INR
5/22/2017,Saving Bank account 1,Household,Appliances,3 pin Holder,50,Expense,INR
5/22/2017,Saving Bank account 1,Food,beverage,Coke 750ml,40,Expense,INR
5/22/2017,Saving Bank account 1,Food,beverage,sugarcane juice,15,Expense,INR
5/22/2017,Saving Bank account 1,Life Insurance,,,11043,Transfer-Out,INR
5/21/2017,Cash,Transportation,Train,2 Place 0 to Place 4 return,30,Expense,INR
5/21/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
5/21/2017,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24,Expense,INR
5/21/2017,Cash,Transportation,auto,Decathlon to station,20,Expense,INR
5/21/2017,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261,Expense,INR
5/18/2017,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,219,Expense,INR
5/18/2017,Cash,Food,Tea,,10,Expense,INR
5/18/2017,Saving Bank account 1,Food,vegetables,,60,Expense,INR
5/18/2017,Saving Bank account 1,Food,Lunch,Bhai poli,45,Expense,INR
5/18/2017,Saving Bank account 1,Food,breakfast,Poha,25,Expense,INR
5/18/2017,Cash,Beauty,grooming,Shaving,50,Expense,INR
5/18/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
5/18/2017,Cash,Food,Tea,,10,Expense,INR
5/17/2017,Cash,Food,Tea,,5,Expense,INR
5/17/2017,Saving Bank account 1,Food,Ice cream,Vanila family pack,99,Expense,INR
5/17/2017,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210,Expense,INR
5/17/2017,Cash,Food,Tea,,10,Expense,INR
5/16/2017,Cash,Food,Tea,,10,Expense,INR
5/16/2017,Saving Bank account 1,Beauty,grooming,Razor Blade,247,Expense,INR
5/16/2017,Saving Bank account 1,Food,Lunch,Non veg combo meal,234,Expense,INR
5/16/2017,Cash,Food,Tea,,5,Expense,INR
5/15/2017,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,380,Expense,INR
5/15/2017,Cash,Food,Dinner,Veg cheese grill sandwich,100,Expense,INR
5/15/2017,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35,Expense,INR
5/14/2017,Saving Bank account 1,Household,Kirana,Shev bhaji sev,50,Expense,INR
5/14/2017,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242,Expense,INR
5/13/2017,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,242,Expense,INR
5/13/2017,Cash,Food,Tea,,10,Expense,INR
5/13/2017,Saving Bank account 1,Food,Lunch,4 chapati,20,Expense,INR
5/13/2017,Cash,Food,Tea,,5,Expense,INR
5/13/2017,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,35,Expense,INR
5/12/2017,Cash,Food,Tea,,10,Expense,INR
5/12/2017,Saving Bank account 1,Food,Lunch,4 chapati,20,Expense,INR
5/12/2017,Cash,Food,Tea,,10,Expense,INR
5/12/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,INR
5/11/2017,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233,Expense,INR
5/11/2017,Saving Bank account 1,subscription,Tata Sky,,230,Expense,INR
5/11/2017,Cash,Food,Tea,,10,Expense,INR
5/11/2017,Saving Bank account 1,Beauty,grooming,Body hair removal cream,318,Expense,INR
5/10/2017,Saving Bank account 1,Education,Stationary,Courier,100,Expense,INR
5/10/2017,Saving Bank account 1,Education,Stationary,Xerox,12,Expense,INR
5/10/2017,Saving Bank account 1,Education,Stationary,2 envelope,24,Expense,INR
5/10/2017,Saving Bank account 1,Food,Dinner,4 chapati,20,Expense,INR
5/10/2017,Cash,Food,snacks,Sweet bread cake 85 + veg puff 2,125,Expense,INR
5/10/2017,Saving Bank account 1,Food,Lunch,Dudhi 30 + 3 chapati,45,Expense,INR
5/10/2017,Saving Bank account 1,Food,breakfast,Tea + 2 kachori,34,Expense,INR
5/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
5/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
5/9/2017,Cash,Food,Ice cream,Cornetto butterscotch,40,Expense,INR
5/9/2017,Cash,Food,Tea,,10,Expense,INR
5/9/2017,Saving Bank account 1,Food,Dinner,4 chapati,20,Expense,INR
5/9/2017,Saving Bank account 1,Food,Lunch,Chana masala 30 + 3 chapati,45,Expense,INR
5/8/2017,Saving Bank account 1,Food,Dinner,Egg fry + chicken lollypop,191,Expense,INR
5/8/2017,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35,Expense,INR
5/7/2017,Saving Bank account 1,Food,Dinner,Aloo mutter sabji,30,Expense,INR
5/7/2017,Saving Bank account 1,Food,snacks,Chicken manchow soup,98,Expense,INR
5/7/2017,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296,Expense,INR
5/7/2017,Saving Bank account 1,Food,breakfast,Double omlet pav + tea,45,Expense,INR
5/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
5/6/2017,Cash,Food,Dinner,5 chapati,25,Expense,INR
5/6/2017,Cash,Food,snacks,Veg puff,20,Expense,INR
5/6/2017,Cash,Food,Tea,,10,Expense,INR
